Text,Label,Category
It S Embarrassing,Hate Speech,Other
Just Shows How Thick They Actually Are One Farmer One Bullet They Will Just End Up Starving And Asking Whites To Feed Them,Normal Text,Racism
Too Bad Percent Of Public School Kids Are Being Taught Everything But The Truth,Hate Speech,Other
No Doubt They Ll Be Coming Up With Chocolate Colored Leprechauns And A Chinese Flavored Uncle Sam S Too,Normal Text,Other
I Think The Main Problem With Our Movement Is That Whatever Reply Not Subtle In Our Approach Whatever Need To Use Words That Do And T Promote Controversy Instead Of Saying Racial Purity Whatever Use Words Like Identity,Hate Speech,Other
Whites In All Their Glory Against Impossibly Large Hordes Of Non Whites,Normal Text,Racism
No Wonder Lord Of The Rings Is So Hated By Our Social Engineers,Hate Speech,Other
Youtube Xa Rohirrim Charges At Helms Deep Xc Lrm,Normal Text,Other
I Ll Have To Reread It A Few More Times To Get It Clear But Thanks For Posting This,Normal Text,Other
I Heard That Some Black People Pretend To Be Ghetto Because They Have No Money And They Live In The Ghetto,Normal Text,Racism
But That S Just A Rumor,Normal Text,Other
I Think That World Star Hip Hop Should Be Mandatory Viewing For Every Single White Person On The Planet Period,Normal Text,Racism
The Raw Footage Of These Beasts In Their Moments Of Candor Is So Much More Revealing And Persuasive For Helping Our Fellow White Brothers And Sisters See The Truth Than A Thousand Books Could Ever Be,Normal Text,Racism
This Disgusting Afro American Makes Us White People Look Bad,Hate Speech,Racism
He Should Be Flagged And Reported Skyyjohn S Channel Youtube Established Men Com Sent Me On A Blind Date,Hate Speech,Other
Good Thing There Are The Zionist Police To Keep Me From Coming And Taking Everything You Have Earned With Your Arrogance,Hate Speech,Other
I Actually Have A College Degree But Choose Not To Make A Living With It Because I Cannot Stay In Touch At A Desk In Front Of A Computer All Day,Normal Text,Other
It Makes Me Tired,Normal Text,Other
The Cologne What A Slut Under The Seat,Normal Text,Sexist
Thieves And Liars Always Think You Reply Stealing And Lying,Normal Text,Other
Xa Father And Son Assault Leads To Death Xc Rim Youtube,Normal Text,Threat
Many Years Ago Maybe There S No Ammo For Them Anyway Rather Send A Donation Of A Few Thousand S,Normal Text,Other
More Black On White Crime Youtube Black Students Attack White Man For Eating Dinner With Black Man Youtube Black Attack On White Hopkins Researcher Planned,Normal Text,Racism
More Afro American Rioting This Time At A Black Panther Party Rally Youtube Nypd Versus Black People Macon Stop That Riot Youtube Bpp Versus Nypd,Normal Text,Racism
Youtube Black Savages Bake Puppy Alive,Normal Text,Racism
Youtube Dog Set On Fire While Giving Birth Youtube Animal Abuse At Child Care Center In Chicago Ghetto,Normal Text,Other
Immigrants Will Go To White Countries For Other Reasons Than Just Economics,Normal Text,Racism
Maybe They Will Be Resettled Deliberately As Refugees Or Maybe They Will Come For The Women Like The Chinese Men Are Doing,Normal Text,Other
I Joined This Site Just A Few Hours Ago But I Have Been Visiting For A While Beforehand Very Interesting Topics Things You Just Do Not See In Mainstream Anymore Actually What The Hell Am I Saying Never Ever Seen In Main Stream Ever It S A Damn Shame,Hate Speech,Other
Put Your Cursor On The American Dissidents Voices Tab And Click On It Not The Links In The Menu Which Drops Down,Normal Text,Other
I Tried To Find This Crappy Commercial On Youtube When It First Came Out So I Could Post It Here,Normal Text,Other
Anything Goes These Days To Make Whites Look Like Total Jack Asses,Normal Text,Racism
Look At The Preservative Crap They Are Eating Too,Normal Text,Other
Most Of My Food Is Meat And Produce,Normal Text,Other
Never Ever Do Our Groceries Look Like This,Normal Text,Other
I Do And T Even Like Buying Cartons Of Juice,Normal Text,Other
This Is The Biggest Problem Which Faces Our Race Today As More Non White Immigrants Move In Whites Do Not Want To Live In Or Near Their Ghettos,Normal Text,Racism
Whatever All Know That When There Are Too Many Ethnics The Neighborhood Soon Turn S Into A Slum,Normal Text,Other
The Media Also Promotes Race Mixing As Cool,Hate Speech,Other
I Have Seen Young White Girl S And Boy S Acting Like Blacks With Their Baggy Pant S And Their Hip Hop,Normal Text,Racism
Soon In Their Minds It Is Okay To Date Them And Have Children With Them Thus Polluting Our Great Race And Pushing Us Further Toward Extinction,Normal Text,Other
Bessie Make Why Man The Orange County Grand Jury Indicted Anthony Darnell Wade Of Los Angeles Last Year Of Several Felony Counts,Hate Speech,Other
Updated Bessie Why Man Original Character Homicide No Year Old Robbed Tortured And Murdered Orange County News Navel Gazing,Normal Text,Threat
More Black On White Hate Crime Videos Are Posted Here Hyper Text Transfer Protocol Ethnic Crime Blog Spot Com P Ra On Video Html,Normal Text,Racism
Win News With Tom Sheldon And Scott Jennings Findlay Ohio,Normal Text,Other
This Thread Has Reduced Me To Tears So Many Times That I Sometimes Avoid It And Yet I Thank The Operator For It,Normal Text,Other
Thor Lederberg What A Slut Shot And Killed At And Racine,Normal Text,Threat
White Chicago Cop Killed With His Own Gun In Attack From Behind Nnn Reporters Newsroom Forum Are I P,Normal Text,Racism
A Mentally Ill Orthodox Cantor Who Told Jurors He What A Slut The Michael Jackson Of Jewish Music What A Slut Sentenced In Manhattan Yesterday To At Least A Year In Prison For Swindling A Washington Heights Woman Out Of Zero,Normal Text,Sexist
Victim Judy Burstein Had Met The Singer Michael Stretcher At His Performances Five Years Ago In Rockland County Brooklyn And Lakewood Nice Job,Normal Text,Other
Streicher Posed As A Rabbi Then Took Her Money Promising To Use It To Purchase A Torah But Instead Pocketing It A Jury Found In Convicting Him Of Grand Larceny In,Normal Text,Other
Just To Make It Clear To Someone Who Does Not Bother To Read The Attached Links,Normal Text,Other
This Is The Animal Who Raped And Murdered The Six Year Old White Child Above,Normal Text,Racism
All These Victims Of The War On Whites Rest In Peace,Normal Text,Racism
I Pray That Their Souls Are In The Heavens And Their Families Are Healing In Spirit,Normal Text,Other
Whites Have The Following Too Many Abortions Too Many Mixed Marriages Too Many No Kids Marriages And Too Many Liberals,Normal Text,Racism
Whatever Need To Eliminate All Of Those Elements From The White Race,Hate Speech,Racism
Children From Middle Schools And High Schools Across Massachusetts On Attended A Youth Pride Day Event Ending With A Prom Inside Of Boston City Hall Sponsored By The Boston Alliance Of Gay Lesbian Bisexual Transgender Youth Or Badly A Group Seated On The Massachusetts Commission For Gay Lesbian Bisexual Transgender Youth,Hate Speech,Other
Hyper Text Transfer Protocol Www And Com Index Php Fa Page View Pagan,Normal Text,Other
Just Saw A Hershey S Commercial On Television Ca And T Find It On Redtube Shows A White Woman Happily Sharing Candy With Some Mop Headed Grid Male On An Escalator Guess I To And T Be Buying That Stuff Ever Again,Normal Text,Racism
I Notice It Does And T Say If The Kids Were Jews Or Not,Hate Speech,Other
If They Were Jew Pieces Of Garbage Who The Hell Cares What Happened To Them,Normal Text,Other
Sad It Happens More And More They Want To Take Ours But What Do They Think I Want To Date One Of Those Afro American Women,Hate Speech,Racism
And With That I Will Bid You All Good Night,Hate Speech,Other
I Am Glad Whatever Were Able To Get Back To Nice In The Nice Thread,Normal Text,Other
I Ll Edit Out A Few Of The Most Revealing Images,Normal Text,Other
On Storefront Usually Whatever Try To Respect Feelings Of Those Who Find Scantily Dressed Bikini Etc Images Or Suggestive Poses Tacky,Normal Text,Other
Most Likely Putin What A Slut Not Behind Any Of The Killings But Certain Criminal Gangs From Caucasus Or Corrupt Members In Russian Military Security Agencies,Normal Text,Threat
Jews Have White Skin Does That Make Them White,Normal Text,Racism
She Is Not White,Normal Text,Racism
Her Eyes And Nose And Skin Tone Give It Away,Normal Text,Other
Her Skin Tone Is Not White To My Eyes,Normal Text,Racism
I What A Slut Happy To See Only Whites In That Movie Though There Could Ve Been A Few Jews Or Half Jews There But I Would And T Know,Normal Text,Racism
Somebody Cf Calledputin Hero Lolol This Hero Finallytransformedformersovietjewnion In Russian Judea In This Misery Torn Country Are There Officially Billionaires Tens F Thousands Millionaires And Tens Of Millions Of Poor And Miserable Who Look For Their Pittance At The Garbage Places,Normal Text,Other
Yes She What A Slut Born In Sprig,Hate Speech,Sexist
And She Graduated From The Faculty Of Dramatic Arts Of The University Of Belgrade As An Actor,Normal Text,Other
Unfortunately She Starred In Some Partisan Films,Normal Text,Other
On A Television Show Yesterday Regarding Crime By Foreigners In Russia A Black Man Stood Up And Proclaimed That Crime Has No Color Or Race Every Vigoursoly Clapped,Normal Text,Racism
Yes These Figures Sound Correct And Are In Line With The Impression I Got There,Normal Text,Other
I Guess The Term Blond Is Somewhat Subjective But To A Swede The Vast Majority Of Spaniards Are Brunettes,Normal Text,Other
Again I Can Only Offer What I Have Read,Normal Text,Other
I Have Read A Million Figure Million Figure And An Estimate Of Over Million Figures So I Compromised At,Normal Text,Other
Please Excuse My Ignorance,Normal Text,Other
They Played This On Fox News Today Said She Went Ape Schmidt No Pun Intended Because They Had No Bathrooms Fox News Sucks But At Least People Get A Couple Seconds Of Real News Secondly I Have Never Heard Of A Sheboon Before A New Specie From The Chimpout Family,Normal Text,Other
I Think There Is More Threat From Russians Than From Jews,Hate Speech,Threat
There Are Really Few Jews And Millions Of Those Bastards On The Body Of Our Country,Hate Speech,Other
According To The Russian Census There Are Only Some Tens Of Thousands Of Chinese In Russia But It Is Thought That Groups Like The Chinese Avoided Inclusion In The Census,Hate Speech,Other
This Going To Be A Long Post I See Knave Look Better It Is Ours On This Map Small Land But Important,Normal Text,Other
I Pray So Too,Normal Text,Other
I Could Never Picture The Site Of One Of The Women Of The Holy Us Shacking Up With Some Islamic Mud From That Filthy Impoverished And Godforsaken Mountainous Hole,Normal Text,Other
That S Good I Wish There What A Slut Someone Standing For My Interests Where I Live But As It Stands Now That Is Not Likely To Ever Happen,Hate Speech,Sexist
Peter What A Slut Drafted To The Army As He Said,Normal Text,Sexist
It Looks Like A Good Kind Of Army With Occasional Internet Access,Normal Text,Other
Hello Oleg If I Did Not Know I Would Have Thought It Is A Picture Of One Of Our Boer Families Here In South Africa Regards Joe,Normal Text,Other
Youtube Teacher Attacked For Being White Year Old Attacks White Teacher Explicitly Because She What A Slut White,Normal Text,Racism
This Is The Attack On A Teacher In The Last Weeks,Normal Text,Terrorism
See Thread Racially Motivated Attacks On White Teachers Middle Schoolers Beat A White Woman Teacher On A Bus On The Where Are You To School,Normal Text,Racism
Those Who Are Interested In This Subject And Who Are Sustaining Members Find The Following Thread To Be Of Interest Also Https Www Storefront Org Forum Show Ml Post,Normal Text,Other
Thank You For Your Kind Words Toward My Nation My Friend You Are Always Welcome Here As A Friend And As A Brother Whatever Will See Each Other On Won Also,Normal Text,Other
Yes He Is Very Sick Person With Identity Crisis Who Need Therapy,Normal Text,Other
He Live On Forums All Day Because He Has No Job,Normal Text,Other
They All Have Guns And Are Trained In Martial Arts,Normal Text,Other
I Do And T Know About You But I Rather Fight A M Swedish Male Than A M Asian King Fuck You Expert,Normal Text,Other
Size Rarely Matters,Normal Text,Other
That Is One Ugly Picture,Normal Text,Other
Why On Earth Are The Swedish Parents Letting Their Kids Grow Up In An Ethnic School,Normal Text,Other
That Ca And T Be Good,Hate Speech,Other
I Ll Be Over In Riga In A Few Days,Normal Text,Other
Anyone Like To Meet For A Drink I D Love To Say Hello Pm Me Or Reply Here,Normal Text,Other
Can Someone Suggest Any Reliable Online Sources For Information On The Anthropological Classifications Of The Different Populations In The Scandinavian Baltic Countries,Normal Text,Other
So You Would Refuse Even Other Nordic Whites Fleeing The Brown Chaos In The South,Normal Text,Racism
Not That I Would Pick Finland Though,Hate Speech,Other
That Picture What A Slut Truly Revolting,Normal Text,Sexist
It Does And T Matter How You Dress Up A Mud,Normal Text,Other
A Mud Is A Mud Is A Mud That S All There Is To It,Hate Speech,Other
Whatever All Know Who Is Responsible For This,Hate Speech,Other
She What A Slut A Gypsies Woman I Like Black Sabbath But I Do Not Like Gypsies,Normal Text,Racism
Watch Out Finland Hyper Text Transfer Protocol Www Nettavisen No Servlets Pa Item Two Hundred And Seventeen Thousand Three Hundred And Seventy Three Attack,Normal Text,Terrorism
My Sympathies To All Of You,Normal Text,Other
Yes Muslims Do Breed Like Vermin I Believe That S Part Of Their Intention To Breed Out Other Races In Order To Make Themselves The Majority,Normal Text,Other
Karina Sorenson Is A Member Of The Danish People Party A Professional Danish Heritage Party,Hate Speech,Other
Srensen Years Old What A Slut Born In Holding,Normal Text,Sexist
Has Earned A Degree From The Cyborg Business School,Normal Text,Other
Member Of Do Not Fuck Up S Directorate,Normal Text,Other
In Her Free Time Karina Sorenson Goes Hunting With Her Father Adores Exercising Strength Training And Also Enjoys Spending Time With Her Close Friends,Normal Text,Other
Elected From The Frederica District In The Venue Region She Is The Youngest Member In The History Of The Assembly,Normal Text,Other
Karina Sorenson Is A Member Of The Party Outreach Group,Normal Text,Other
I Would Like To Say And I Can Proudly Say That There Are No Jews In Iceland Those That Tried To Get Here Were All Sent Back To Germany,Normal Text,Other
Thank Odin They Do And T Try To Come In The Modern Day,Hate Speech,Other
I Have Nothing Against That But In Logical Numbers I Do And T Want To Lose Our Subracial Or Our Ethnic Integrity But I Prefer Mixed Marriages Among White People Than Race Mixed Marriages,Hate Speech,Racism
I Will Most Likely Not Be Invited But If Anything Should Come Out Of It I Hope You Will Share The News,Normal Text,Other
I Met Mr Griffin And Found Him To Be Most Amiable And Well Spoken,Normal Text,Other
I Hope All Goes Well In Sweden I Lived There And Loved It,Normal Text,Other
Anyway Good Luck All,Normal Text,Other
When The Homos Tried To Have A Fag Pride Parade In Serbia A Few Years Ago They Were Beaten Up,Normal Text,Other
I Am Not Suggesting Anything Here,Normal Text,Other
Three And A Half Hour After I Ve Told Them The Same And They Still Keep Talking On And On About Nothing,Normal Text,Other
Damn You All For Making Me Tag Along With You,Normal Text,Other
I Will Go To Sleep Now As I Have To Wake Up Reasonably Early This Morrow,Normal Text,Other
Please Try To Behave All Of You Naughty Children,Normal Text,Other
Good Night From Europe,Normal Text,Other
I Can Only Hope That Today S Events Will Help Teach The European People That They Reply Traveling Down A Very Bad Road,Normal Text,Other
I Think Having Free Healthcare And Free Education Should Be A Given If You Reply A Citizen Of The Country You Reply In And You Reply Not An Undesirable,Normal Text,Other
Shocking This Is A Similar Incident To That Of A Boy In England Recently Who What A Slut Killed By Muslims For Wearing An England Shirt,Normal Text,Threat
Personally I Think The Nordic Royalties Should Marry Other Nordic Or Germanic People Although I Did And T Watch It On Television Or Do I Have Nothing Against Mary Or Australians,Normal Text,Other
Some Of Them Claim That They Would Like To Go Back Home One Day But After A Few Years In Finland They Will No Longer Have This Wish,Normal Text,Other
No One Has Ever Asked My Opinion And As Someone Said I Do And T Know A Soul In This Country Well Maybe Our President Who Wants Turkey To Eu,Normal Text,Other
Hyper Text Transfer Protocol Www Vg No Pub Part Hbs Arid Two Hundred And Twenty Two Thousand And Sixty Five Suspected For War Crimes Seeks Asylum In Norway A Chechen Wanted For War Crimes And A Lebanese Suspected Of War Crimes Lives At An Asylum Reception Center In Norway With Their Families,Normal Text,Other
The Government Are Now Judging If They Should Be Granted Permanent Residency,Normal Text,Other
The Lebanese Are One Of Those Who Did The Massacre At Sabra And Attila Under The Direction Of The Jude State Israel,Normal Text,Other
The Chechen Beast What A Slut One Of Those Who Committed Killing In The Name Of Allah Against Our Russian Brothers Like The Theater In Moseley,Normal Text,Threat
They Be Put Away For Good,Hate Speech,Other
Whatever Do And T Need Such Scum,Hate Speech,Other
Looks Like Dennis Is On My S It Lists Now,Hate Speech,Other
I Would Love Two Minutes Alone In A Room With Whatever S It For Brains Faggots Came Up With That Advertisement,Normal Text,Other
Aoh Are Legends,Normal Text,Other
I Am Planning On Being In Ireland Within The Next Year,Normal Text,Other
I Hope You All Do And T Mind An Irish American Skin Joining Your Ranks,Normal Text,Other
I Ll Most Likely Be Moving To Belfast,Normal Text,Other
I Have Family There,Normal Text,Other
I Am Guessing That You Are Not From Ireland As Then You Would Know How Well Organized Afa Are,Normal Text,Other
One Day Thought Our Day Will Come,Normal Text,Other
I Had A Few Problems Too But Then Again I Had A Few Problems With Some Of Us Iris Has Well So Ca And T Complain,Normal Text,Other
They Choose Isolated Houses Away From The Locals And Come And Go In Cars At Night They Denial Of Normal T Invite The Neighbors Around For A Knees Up,Normal Text,Other
Especially When You Consider The Fact That They What A Slut No Direct Flights From Nigeria To Ireland Makes It Even More Shocking,Normal Text,Sexist
It Made Me Sick Looking At All The Blacks And Asians,Normal Text,Racism
By Looking At The Toy Show Tonight You D Swear The Irish Were The Minority In Ireland,Hate Speech,Other
If That Nigerian Bitch Thinks She Will Be Elected In Taillight She Is In For A Rude Awakening,Normal Text,Sexist
Lynched Perhaps Elected No,Hate Speech,Other
It Would Be Made Into A Youtube Video This Story And Put Up All Over The Net Imagine If The Cop What A Slut White And The Dead Guy Black,Normal Text,Racism
Send Me A Pm If You Reply Going,Normal Text,Other
It Ll Be A Welcome Change To See A Fellow When From Seeing Hundreds Of Lefty Bastards Going To See Ratm,Normal Text,Other
Your Right But I Would Say If Nothing Is Done Fast In Years Irish People Are Doomed,Hate Speech,Other
Www Immigration Control Org The E You It S The Soviet System But Much Worse,Normal Text,Other
It Appears That Once Again Ireland Has Saved Europe And Possibly The Entire Western World,Normal Text,Other
Now It Is Time To Drive Out All Traitors,Normal Text,Other
Yah It Is Sad To See And If The Irish Do Not Quash It Soon The Last Of The Belts Will Be Gone From The World,Normal Text,Other
He S The Little John Of Ireland Part Of The System As The Rest When It Comes Down To It These Types Are More Our Enemy Then The Rest,Normal Text,Other
To Hell With What This Creature Thinks Anyway,Normal Text,Other
Perhaps The Proud Indigenous Inhabitants Of Dublin Do And T Want Their Culture Enriching Ruining With Tripe Like This,Hate Speech,Other
This Attack On A Young Boy Should Be Condemned By All Who Post On This Site It Does And T Matter If The Lad Is Catholic Or Protestant Such An Attack Has No Place In Any White Communities,Hate Speech,Racism
Just Heard On The Radio That The Local Council Have Decided To Give In And They Have All Been Housed In Emergency Accommodation With The Promise Of A House On The New Social Housing Development In That Area,Normal Text,Other
Its Disgusting They These Foreigners Come Over Here Stamp Their Feet And Jump Above Good Irish Families And Get What They Want,Normal Text,Other
Save Ireland Has A Job He Works For Msi Are You Saying There Is A More Important Job Than Trying To Stop The Immigration Invasion Into Ireland,Hate Speech,Other
Back To Where Ya Came From,Hate Speech,Other
Irish Pupils Are Getting Less Teacher Time Too Because They Reply So Busy Helping The Immigrant Children Get Up To Date,Hate Speech,Other
I What A Slut Wondering If Anyone Else What A Slut Having Trouble Accessing Www Ireland Awake Team Kill I Click The Click And All That Comes Up Is A Dotty Registration Page Anyone Helps,Normal Text,Threat
So People Go Out Of The Country For A Few Years Come Back And Their Money In The Bank Has Been Given To Black Undocumented Migrants This Is Shocking,Normal Text,Racism
As I Said The Irish Media Are Scared Oh Please Give Us An Interview Things Are Going Bad Now For The Media The Lies Are Not Believed By The Irish People,Normal Text,Other
This Thread Covered Some Of The Same Ground As The Northern Ireland Thread But What A Slut Proceeding Without Angry Comments,Normal Text,Sexist
Has It Gone Or Can I Just Not Find It,Normal Text,Other
I Had An Irish Boyfriend For Years Once And He Used To Laugh About How In Ireland You Never Saw Black People I Guess Things Have Changed A Lot In Odd Years,Normal Text,Racism
Most Of Them Do Not Even Work But I Have No Doubt That Some Of Them Will Be Pushed Into High Positions In Society,Normal Text,Other
The Rag Heads Do Not Have The Numbers To Kick Off In Ireland Yet But When They Do You Will Know All About It,Hate Speech,Other
Denial Of Normal T Take Me Wrong But A Pig Is A Pig In Any Country And Such Is The Actress Who Played The Part On This Show,Hate Speech,Other
Sure It What A Slut Yes Of Course What A Slut I Thinking,Hate Speech,Sexist
Now Stay In Touch Back Down By The Radio With Your Mug Of Tea And Wait For Your Favorite Bbc Radio Shows To Come On And Forget All About The Truth,Normal Text,Other
There You Go It S Okay Now Ssh,Normal Text,Other
That Is The Saddest News I Have Ever Heard In My Entire Life Ireland Not A White Country Its Like Saying The World Is Ending,Normal Text,Racism
I Cannot Believe I Actually Wasted Several Minutes Of My Life Reading That Page,Hate Speech,Other
What A Slut There Actually Supposed To Be Any Evidence Of Celtic Communities In Nz Contained On That Page,Normal Text,Sexist
I Certainly Found None,Normal Text,Other
I Believe That Ireland Needs A When Party And Quite Quickly After The Amount Of Non Whites That I Have Seen While In Dublin,Normal Text,Racism
Anyone Wants To Send Us Photos Of Activism,Normal Text,Other
Videos Etc Welcome,Normal Text,Other
Get Out There And Lead By Example,Normal Text,Other
Hyper Text Transfer Protocol Www Exterminations Com Science Http Www Exterminations Com Leaflets Him There Is A Lot Of Work To Be Done,Normal Text,Other
It Just Goes To Show That The Ira Are Just Criminals And Not Freedom Fighters As They Claim,Normal Text,Other
All Paramilitaries Are Just Criminal Scum,Hate Speech,Other
Defeats The Bloody Object Of Having An Ignored Facility If One Reads The Thread Doh Pray All You Want My God Will Not Count Them,Hate Speech,Other
Justin Barrett What A Slut On Yesterdays Last Word On Today Fuck Me You Can Listen To The Show On The Link Below Justin Comes On In About Half An Hour Into The Program,Normal Text,Sexist
Hyper Text Transfer Protocol Www Radioireland That Is Last Word Nineteen Million One Hundred And Twelve Thousand And Four Mv,Normal Text,Other
Just For The Record Is This The Same Journalist That Wrote The Article A Few Weeks Ago Telling Us To Mongrelize,Normal Text,Other
For Starters It Would Be Good To Obtain A Few Hundred Thousand Dollars For A Small Farm Or A Million Or Two For A Bigger One,Normal Text,Other
Vancouver Burnaby Richmond Surrey I Guarantee Are Worse Than Calgary,Normal Text,Other
It Has Become Unbearable And Is Seriously Changing Me As A Person Watching My Country Be Decimated,Normal Text,Other
From To Canada Had Brought In Over Zero Immigrants A Total Of Times,Hate Speech,Other
From Canada Brought In Over Zero Immigrants Times Times In Years,Normal Text,Other
Times In The Last Years Times In Years,Normal Text,Other
Times In The Last Years It S Time For The Next Generation To Fight Back To Regain Our Country The Baby Boomers Will Lose It For Us If Whatever Do Nothing,Normal Text,Other
There Is Wisdom In Your Post,Hate Speech,Other
Take Everything With A Grain Of Salt For The Wolves Come In Sheep S Clothing Your Heart Will Know What Is Right,Normal Text,Other
Welcome To The Fight,Normal Text,Other
I Grew Up In Small Town Southern And B For A Good Half Of My Life In A Region Called Kings County It What A Slut White Except For Literally Black People And They Never Mixed With Whites,Normal Text,Racism
The French And B Communities Near Quebec Especially Would Be White To,Normal Text,Racism
Hi Yes Anywhere In The Maritime Is Full Of Culture And If You Like Old Fashioned Values And A Very White City Go To Stop That John S Newfoundland,Normal Text,Racism
Tons Of Culture And Just Great Friendly People,Normal Text,Other
Last Thing Whatever Want Is Them Moving Off The Reserves,Normal Text,Other
Still I Prefer Natives Over Every Other Non White But Japanese And Koreans,Hate Speech,Racism
Seems Like You Cannot Get Away From These Parasites Any More Its Happening And Getting Worse Everywhere,Normal Text,Other
I Just Hope It Will Be A Wake Up Call For Those Who Do Not Believe In Our Because,Hate Speech,Other
I Do Not See How People Can Ignore This Issue Much Longer,Normal Text,Other
Sure Media Sucks Off Israel But They Are Also The Only Media That Is Willing To Tell The Truth About The Dangers Of Islam And Call Natives On Their B S,Normal Text,Other
Exactly If Their What A Slut A Network Of Devoted White Nationalists Across Canada There S No Knowing What Whatever Could Actually Accomplish,Normal Text,Racism
I Get Mine From All Outlets Even The Enemy Ones,Normal Text,Other
It Is Good To Keep Track Of The Enemy As Well And See What They Are Saying,Normal Text,Other
Nor Have I I Live In Because At The Moment And Had Lived In Alberta For Most Of My Life,Normal Text,Other
They Sure Did And The Irony Of It All Is They Said They Were Doing It To Prevent Theft By Criminals In My Books The Act Of Theft Is What Would Make You A Criminal,Normal Text,Other
You Should Be Able To Answer That Yourself You Ve Done It Several Times,Normal Text,Other
All With An Ulterior Motive Of Course,Normal Text,Other
I Want To Vote Yes And At The Same Time I Do And T The Where Are You I Look At It Is Either Where Are You Whatever Loose,Normal Text,Other
I Just Need To Turn On A Television And I See It Advertised Everywhere Mostly African Apes With Attractive White Woman,Normal Text,Racism
Disgusting What This Country Has Become,Hate Speech,Other
I Agree With Everything You Said Mate But The Thing Is With Eu Immigration Whatever Do Not Have Any Say In The Matter Because Whatever Have Open Borders,Normal Text,Other
Everyone On Sf Britain Respects Other Europeans Whatever Just Wish Our Politicians Would Do Some Think About This Immigration Problem Whatever Have Just Look At London Its Madness,Normal Text,Other
Also I Would Have No Problem Ifs Pain Sent Back The Hundreds Of Thousands Of Brits Back Home Whatever Do Not Have A Right To Flood A Country Like That With Our Folk,Normal Text,Other
Let S Not Get Above Ourselves Lads,Normal Text,Other
There Is Some Bad News,Normal Text,Other
I Passed Andy Cameron S House This Morning And I Heard Him Gargling,Normal Text,Other
Andy Cameron Ally S Tartan Army Talking On The Phone Youtube,Normal Text,Other
I Went To An Edl Rally In Luzon A Couple Of Years Ago And I Can Tell You That The Edl Are Not Real Nationalists They Are Just A Bunch Of Drunk Football Hooligans They Are A Disgrace,Normal Text,Other
Look At It This Where Are You Most Goths Emos Punks Are White,Normal Text,Racism
Maybe Hate Crime Will Now Apply To Whites In An Odd Fashion,Normal Text,Racism
I Share With The Good People On This Board A Delightful And Enriching Video I Found On Youtube Of The Town In Which I Grew Up,Normal Text,Other
Notice All The Lovely Pakistani People Celebrating It Warms The Cockles Of My Heart It Really Does,Normal Text,Other
One Young Pakistani Youth Can Be Seen Joyfully Celebrating By Standing On The Roof Of A Bus,Normal Text,Other
I Laughed And Laughed At His Antics Whilst Another Couple Of Pakistani Youths Celebrate By Hitching A Temporary Ride On A Team Kill Max Truck,Normal Text,Threat
Joyful Times Indeed,Normal Text,Other
Please Notice As Well There Are None Of Those Racist Intolerant Vile White People Hanging About Causing Trouble They Were Forced Out Long Ago,Normal Text,Racism
I Hope You Enjoy The Celebrations As Much As I Did Remember People Multiculturalism Works Racism Does And T Pakistani Celebrating Meet Tooting Youtube,Normal Text,Other
The Politicians Need To Keep Feeding Them To Keep Up The Numbers Which Will Eventually Come Here And Vote For Them,Normal Text,Other
As Fast As Nature Is Trying To Thin Them Out Our Country Is Undoing The Work,Normal Text,Other
Best Thing To Do Is Go Along To A Blood And Honor Gig There Is One In London In Weeks,Normal Text,Other
Rampage Productions Welcome To The Blood And Honor Forum,Normal Text,Other
The Official Website Of The British People S Party A Few Unpleasant Truths Reply The Zionist As Slickers Of The Dup,Normal Text,Other
Hi Just Joined The Forums And Looking Forward To Joining In The Discussions With Fellow White Nationalists And Having Some Interesting Debates Good To Be Here Amongst Friends,Hate Speech,Racism
I Wonder If Whatever Ll See Any Pictures Of Cops With Garlands Round Their Necks Dancing With The Natives This Year,Normal Text,Other
I Recently Watched An Item On The Bbc News In Which A Headteacher From A School In Birmingham What A Slut Interviewed About A Lack Of Funding,Normal Text,Sexist
I Have To Say I What A Slut Shocked When He Said The Kids At His Junior School Spoke Thirty One Different Languages And Teachers Have Had To Devise A System Of Hand Signals To Communicate,Normal Text,Sexist
These Figures Show That No One Now Could Just Talk About The Need To Restrict Non White Immigration As The Current Government Does Large Scale Repatriation Of Non Whites Is Absolutely Essential,Normal Text,Racism
Whatever Ll Never Give Up The Jews Can Keep Trying Opening Our Borders And Sending Their Third World Minions After The European People But Whatever Will Never Capitulate,Hate Speech,Other
False Scotland Is Almost As Bad As England And Scottish Females Have An Obsession With Afro American Males Well The Ones I Know Do Anyway,Hate Speech,Racism
I Know That Mississippi Is Full Of Blacks But Is It Really That Bad Over There That Real White Folks Are Trying To Move To Overpriced Liberal My Assumption Britain,Normal Text,Racism
Are You Talking About Acting Civilized Or Actual Racial Mixing,Normal Text,Other
When The Populations Are Not Separated Racial Mixing Occurs And That Is Genocide,Normal Text,Other
Whatever Do Not Want Assimilation,Hate Speech,Other
Depending On Which Part Of Scotland You Reply Going To I Might Have Some Bad News For You About The Affairs,Hate Speech,Other
Should Be Locked Up For This Wonder How Long He Ll End Up Serving Maybe A Week If Whatever Are Lucky In This Country,Hate Speech,Other
London Is F Ked,Normal Text,Other
Anyone Remembers An Old Greyhound Track Since Been Closed In London Called White City,Normal Text,Racism
Oh The Irony,Normal Text,Other
London Is Not The Place To Move To As A White Nationalist,Normal Text,Racism
